t,x,y,u,v,theta
0.3,0.23641,0.14435,0.788034,0.331166,0.675312
0.31,0.24429,0.147611,0.788034,0.321166,0.675312
0.32,0.252171,0.150773,0.788034,0.311166,0.675312
0.33,0.260051,0.153835,0.788034,0.301166,0.675312
0.34,0.267932,0.156796,0.788034,0.291166,0.675312
0.35,0.275812,0.159658,0.788034,0.281166,0.675312
0.36,0.283692,0.16242,0.788034,0.271166,0.675312
0.37,0.291573,0.165081,0.788034,0.261166,0.675312
0.38,0.299453,0.167643,0.788034,0.251166,0.675312
0.39,0.307333,0.170105,0.788034,0.241166,0.675312
0.4,0.315214,0.172466,0.788034,0.231166,0.675312
0.41,0.323094,0.174728,0.788034,0.221166,0.675312
0.42,0.330974,0.17689,0.788034,0.211166,0.675312
0.43,0.338855,0.178951,0.788034,0.201166,0.675312
0.44,0.346735,0.180913,0.788034,0.191166,0.675312
0.45,0.354615,0.182775,0.788034,0.181166,0.675312
0.46,0.362496,0.184536,0.788034,0.171166,0.675312
0.47,0.370376,0.186198,0.788034,0.161166,0.675312
0.48,0.378256,0.18776,0.788034,0.151166,0.675312
0.49,0.386137,0.189221,0.788034,0.141166,0.675312
0.5,0.394017,0.190583,0.788034,0.131166,0.675312
0.51,0.401897,0.191845,0.788034,0.121166,0.675312
0.52,0.409778,0.193006,0.788034,0.111166,0.675312
0.53,0.417658,0.194068,0.788034,0.101166,0.675312
0.54,0.425538,0.19503,0.788034,0.0911661,0.675312
0.55,0.433419,0.195891,0.788034,0.0811661,0.675312
0.56,0.441299,0.196653,0.788034,0.0711661,0.675312
0.57,0.449179,0.197315,0.788034,0.0611661,0.675312
0.58,0.45706,0.197876,0.788034,0.0511661,0.675312
0.59,0.46494,0.198338,0.788034,0.0411661,0.675312
0.6,0.47282,0.1987,0.788034,0.0311661,0.675312
0.61,0.480701,0.198961,0.788034,0.0211661,0.675312
0.62,0.488581,0.199123,0.788034,0.0111661,0.675312
0.63,0.496461,0.199185,0.788034,0.00116609,0.675312
0.64,0.504342,0.199146,0.788034,-0.00883391,0.675312
0.65,0.512222,0.199008,0.788034,-0.0188339,0.675312
0.66,0.520102,0.19877,0.788034,-0.0288339,0.675312
0.67,0.527983,0.198431,0.788034,-0.0388339,0.675312
0.68,0.535863,0.197993,0.788034,-0.0488339,0.675312
0.69,0.543743,0.197455,0.788034,-0.0588339,0.675312
0.7,0.551624,0.196816,0.788034,-0.0688339,0.675312
0.71,0.559504,0.196078,0.788034,-0.0788339,0.675312
0.72,0.567384,0.19524,0.788034,-0.0888339,0.675312
0.73,0.575265,0.194301,0.788034,-0.0988339,0.675312
0.74,0.583145,0.193263,0.788034,-0.108834,0.675312
0.75,0.591025,0.192125,0.788034,-0.118834,0.675312
0.76,0.598906,0.190886,0.788034,-0.128834,0.675312
0.77,0.606786,0.189548,0.788034,-0.138834,0.675312
0.78,0.614666,0.18811,0.788034,-0.148834,0.675312
0.79,0.622547,0.186571,0.788034,-0.158834,0.675312
0.8,0.630427,0.184933,0.788034,-0.168834,0.675312
0.81,0.638307,0.183195,0.788034,-0.178834,0.675312
0.82,0.646188,0.181356,0.788034,-0.188834,0.675312
0.83,0.654068,0.179418,0.788034,-0.198834,0.675312
0.84,0.661948,0.17738,0.788034,-0.208834,0.675312
0.85,0.669829,0.175241,0.788034,-0.218834,0.675312
0.86,0.677709,0.173003,0.788034,-0.228834,0.675312
