t,x,y,u,v,theta
0.367561,2.84,1.67068,7.7266,2.74242,0.687775
0.368856,2.85,1.67422,7.7266,2.72972,0.687775
0.37015,2.86,1.67775,7.7266,2.71703,0.687775
0.371444,2.87,1.68125,7.7266,2.70433,0.687775
0.372738,2.88,1.68475,7.7266,2.69164,0.687775
0.374032,2.89,1.68822,7.7266,2.67894,0.687775
0.375327,2.9,1.69168,7.7266,2.66624,0.687775
0.376621,2.91,1.69512,7.7266,2.65355,0.687775
0.377915,2.92,1.69855,7.7266,2.64085,0.687775
0.379209,2.93,1.70196,7.7266,2.62815,0.687775
0.380504,2.94,1.70535,7.7266,2.61546,0.687775
0.381798,2.95,1.70873,7.7266,2.60276,0.687775
0.383092,2.96,1.71209,7.7266,2.59006,0.687775
0.384386,2.97,1.71543,7.7266,2.57737,0.687775
0.385681,2.98,1.71876,7.7266,2.56467,0.687775
0.386975,2.99,1.72207,7.7266,2.55198,0.687775
0.388269,3,1.72537,7.7266,2.53928,0.687775
0.389563,3.01,1.72864,7.7266,2.52658,0.687775
0.390857,3.02,1.73191,7.7266,2.51389,0.687775
0.392152,3.03,1.73515,7.7266,2.50119,0.687775
0.393446,3.04,1.73838,7.7266,2.48849,0.687775
0.39474,3.05,1.74159,7.7266,2.4758,0.687775
0.396034,3.06,1.74479,7.7266,2.4631,0.687775
0.397329,3.07,1.74797,7.7266,2.4504,0.687775
0.398623,3.08,1.75113,7.7266,2.43771,0.687775
0.399917,3.09,1.75428,7.7266,2.42501,0.687775
0.401211,3.1,1.75741,7.7266,2.41232,0.687775
0.402505,3.11,1.76052,7.7266,2.39962,0.687775
0.4038,3.12,1.76362,7.7266,2.38692,0.687775
0.405094,3.13,1.7667,7.7266,2.37423,0.687775
0.406388,3.14,1.76977,7.7266,2.36153,0.687775
0.407682,3.15,1.77281,7.7266,2.34883,0.687775
0.408977,3.16,1.77584,7.7266,2.33614,0.687775
0.410271,3.17,1.77886,7.7266,2.32344,0.687775
0.411565,3.18,1.78186,7.7266,2.31074,0.687775
0.412859,3.19,1.78484,7.7266,2.29805,0.687775
0.414154,3.2,1.78781,7.7266,2.28535,0.687775
0.415448,3.21,1.79076,7.7266,2.27265,0.687775
0.416742,3.22,1.79369,7.7266,2.25996,0.687775
0.418036,3.23,1.79661,7.7266,2.24726,0.687775
0.41933,3.24,1.79951,7.7266,2.23457,0.687775
0.420625,3.25,1.80239,7.7266,2.22187,0.687775
0.421919,3.26,1.80526,7.7266,2.20917,0.687775
0.423213,3.27,1.80811,7.7266,2.19648,0.687775
0.424507,3.28,1.81094,7.7266,2.18378,0.687775
0.425802,3.29,1.81376,7.7266,2.17108,0.687775
0.427096,3.3,1.81656,7.7266,2.15839,0.687775
0.42839,3.31,1.81935,7.7266,2.14569,0.687775
0.429684,3.32,1.82212,7.7266,2.13299,0.687775
0.430979,3.33,1.82487,7.7266,2.1203,0.687775
0.432273,3.34,1.82761,7.7266,2.1076,0.687775
0.433567,3.35,1.83033,7.7266,2.09491,0.687775
0.434861,3.36,1.83303,7.7266,2.08221,0.687775
0.436155,3.37,1.83572,7.7266,2.06951,0.687775
0.43745,3.38,1.83839,7.7266,2.05682,0.687775
